   3.1674785e+00   1.7718262e+00   3.0313435e+02   9.9462746e+04
   2.9967227e+00   2.1515868e+00   3.0315416e+02   9.9530040e+04
   3.8260587e+00   1.7858152e+00   3.0283159e+02   9.9725623e+04
   4.1268985e+00   2.8566358e-01   3.0269120e+02   9.9728502e+04
   4.1757142e+00   3.6143977e-01   3.0265793e+02   9.9684893e+04
   3.9640848e+00  -7.1357696e-01   3.0278145e+02   9.9745635e+04
   4.0095007e+00  -5.9821494e-01   3.0276179e+02   9.9761276e+04
   3.7468958e+00  -1.0612020e+00   3.0289124e+02   9.9808759e+04
   3.9016326e+00  -9.8920049e-01   3.0285764e+02   9.9815594e+04
   3.7891046e+00  -8.1917783e-01   3.0284513e+02   9.9742318e+04
   3.9490120e+00  -7.6771149e-01   3.0278835e+02   9.9755691e+04
   4.0403607e+00  -4.3387869e-01   3.0271675e+02   9.9800005e+04
   4.0392065e+00  -6.9212824e-02   3.0262414e+02   9.9812249e+04
   4.1987662e+00   3.0004131e-01   3.0253375e+02   9.9821848e+04
   4.3318824e+00   7.1338697e-01   3.0241873e+02   9.9832925e+04
   4.6936779e+00   8.6181987e-01   3.0237361e+02   9.9827525e+04
   4.8938271e+00   1.2430234e+00   3.0234740e+02   9.9837787e+04
   5.2401147e+00   1.2372369e+00   3.0238014e+02   9.9839492e+04
   5.4916907e+00   1.6362058e+00   3.0240388e+02   9.9837583e+04
   5.7790465e+00   1.5423373e+00   3.0243917e+02   9.9830340e+04
   6.0872418e+00   2.0205654e+00   3.0233123e+02   9.9834778e+04
   6.4349082e+00   2.0272859e+00   3.0236758e+02   9.9835474e+04
   6.6974172e+00   2.3921824e+00   3.0221955e+02   9.9836206e+04
   6.8088045e+00   2.3102868e+00   3.0225975e+02   9.9829437e+04
   7.0815712e+00   2.4961306e+00   3.0212604e+02   9.9838853e+04
   7.1384430e+00   2.3988905e+00   3.0219482e+02   9.9840590e+04
   7.4626836e+00   2.4752421e+00   3.0209632e+02   9.9823919e+04
   7.4507313e+00   2.3466431e+00   3.0213864e+02   9.9830864e+04
   7.7565262e+00   2.3880575e+00   3.0206944e+02   9.9842196e+04
   7.7421941e+00   2.2622321e+00   3.0210934e+02   9.9817742e+04
   8.0282745e+00   2.3589059e+00   3.0205891e+02   9.9829280e+04
   7.9098235e+00   2.2121732e+00   3.0200194e+02   9.9810541e+04
   8.1945594e+00   2.3719293e+00   3.0196469e+02   9.9805293e+04
   8.2786463e+00   2.4045163e+00   3.0191246e+02   9.9799304e+04
   8.5672787e+00   2.8398062e+00   3.0193316e+02   9.9810495e+04
   8.6184983e+00   2.8400685e+00   3.0182763e+02   9.9777434e+04
   9.0346634e+00   3.3802461e+00   3.0183025e+02   9.9781756e+04
   9.1692463e+00   3.3727630e+00   3.0172737e+02   9.9762490e+04
   9.5697012e+00   3.9607720e+00   3.0173715e+02   9.9769910e+04
   9.6271119e+00   3.9728784e+00   3.0168840e+02   9.9726282e+04
   1.0003758e+01   4.4742512e+00   3.0165043e+02   9.9695439e+04
   1.0095045e+01   4.5603792e+00   3.0161164e+02   9.9645728e+04
   1.0573221e+01   4.8966601e+00   3.0165744e+02   9.9678586e+04
   1.0492662e+01   5.0321940e+00   3.0169574e+02   9.9666760e+04
   1.0901327e+01   5.4103944e+00   3.0179371e+02   9.9717202e+04
   1.0666184e+01   5.5129427e+00   3.0180602e+02   9.9678773e+04
   1.0820207e+01   5.7275230e+00   3.0181534e+02   9.9676991e+04
   1.0540628e+01   6.0436628e+00   3.0180674e+02   9.9658281e+04
   1.0657895e+01   6.2727073e+00   3.0186772e+02   9.9670819e+04
