   4.3949123e+00  -1.7859013e-02   3.0214100e+02   9.9460230e+04
   4.2191959e+00   4.4994691e-01   3.0210507e+02   9.9528329e+04
   4.7325160e+00   1.2055482e+00   3.0213665e+02   9.9709861e+04
   5.1149124e+00   1.6592096e+00   3.0223764e+02   9.9695831e+04
   5.2951084e+00   2.0152824e+00   3.0221373e+02   9.9646745e+04
   5.3734141e+00   2.1792828e+00   3.0228636e+02   9.9695063e+04
   5.5800333e+00   2.3665656e+00   3.0230454e+02   9.9706197e+04
   5.5611925e+00   2.5037570e+00   3.0233756e+02   9.9740757e+04
   5.6226269e+00   2.8553647e+00   3.0229756e+02   9.9741253e+04
   5.3946557e+00   3.2471569e+00   3.0215950e+02   9.9655987e+04
   5.4495473e+00   3.6659958e+00   3.0211993e+02   9.9666030e+04
   5.2774290e+00   4.2532275e+00   3.0194822e+02   9.9701955e+04
   5.0541613e+00   4.5586480e+00   3.0180328e+02   9.9710512e+04
   5.2619266e+00   5.1464871e+00   3.0170436e+02   9.9718326e+04
   5.1304946e+00   5.2332239e+00   3.0186608e+02   9.9726784e+04
   5.4424758e+00   5.5186385e+00   3.0186197e+02   9.9724656e+04
   5.5189418e+00   5.4286198e+00   3.0191640e+02   9.9737219e+04
   6.1104724e+00   5.5509740e+00   3.0189964e+02   9.9743320e+04
   6.5043689e+00   5.6549370e+00   3.0163422e+02   9.9747385e+04
   7.1731395e+00   5.7119041e+00   3.0146156e+02   9.9742357e+04
   7.3484753e+00   5.9297944e+00   3.0140970e+02   9.9748717e+04
   7.5524753e+00   5.7723167e+00   3.0141804e+02   9.9757568e+04
   7.4275607e+00   5.8309148e+00   3.0140713e+02   9.9760210e+04
   7.2160852e+00   5.3037706e+00   3.0140153e+02   9.9769603e+04
   7.1619027e+00   5.2657278e+00   3.0132469e+02   9.9780918e+04
   7.1117868e+00   4.8124152e+00   3.0140273e+02   9.9795373e+04
   7.3336542e+00   4.9763750e+00   3.0121206e+02   9.9774699e+04
   7.4178620e+00   4.8210698e+00   3.0127104e+02   9.9788851e+04
   7.6168130e+00   5.1395090e+00   3.0117240e+02   9.9800056e+04
   7.7196918e+00   5.0506869e+00   3.0139695e+02   9.9785120e+04
   7.9132575e+00   5.3974664e+00   3.0134850e+02   9.9800306e+04
   8.1863832e+00   5.4421547e+00   3.0162326e+02   9.9788186e+04
   8.2223318e+00   5.6924384e+00   3.0139996e+02   9.9791252e+04
   8.3783638e+00   5.6370976e+00   3.0146450e+02   9.9794653e+04
   8.4755824e+00   5.9118258e+00   3.0105169e+02   9.9817214e+04
   8.5538943e+00   5.8342697e+00   3.0090937e+02   9.9798222e+04
   8.6666469e+00   6.1658734e+00   3.0070546e+02   9.9815668e+04
   8.6753742e+00   6.0344743e+00   3.0076344e+02   9.9815979e+04
   8.9297456e+00   6.5090346e+00   3.0061835e+02   9.9836537e+04
   9.0604686e+00   6.5077860e+00   3.0071892e+02   9.9809538e+04
   9.5675379e+00   6.7640431e+00   3.0057721e+02   9.9786112e+04
   9.7542331e+00   6.7003652e+00   3.0063567e+02   9.9753042e+04
   1.0148557e+01   6.6270235e+00   3.0082935e+02   9.9786063e+04
   1.0238240e+01   6.6145941e+00   3.0101854e+02   9.9788836e+04
   1.0457714e+01   6.4777966e+00   3.0134045e+02   9.9835491e+04
   1.0557335e+01   6.4556533e+00   3.0142592e+02   9.9811030e+04
   1.0881027e+01   6.1829937e+00   3.0160834e+02   9.9801145e+04
   1.1149253e+01   6.2310797e+00   3.0159705e+02   9.9797320e+04
   1.1064706e+01   5.8549697e+00   3.0174566e+02   9.9798179e+04
   1.1338947e+01   5.9048935e+00   3.0170186e+02   9.9786581e+04
   1.0885698e+01   5.5453268e+00   3.0182555e+02   9.9801796e+04
   1.1133445e+01   5.5639513e+00   3.0191067e+02   9.9794546e+04
   1.0998703e+01   5.4728858e+00   3.0194933e+02   9.9790191e+04
   1.1442835e+01   5.5921243e+00   3.0194343e+02   9.9789234e+04
   1.1251481e+01   5.5499577e+00   3.0170818e+02   9.9801685e+04
   1.1238159e+01   5.4567395e+00   3.0161070e+02   9.9778194e+04
   1.0656898e+01   5.3289970e+00   3.0130950e+02   9.9794592e+04
   1.0606032e+01   5.1416979e+00   3.0128033e+02   9.9772013e+04
   9.8908866e+00   5.0578834e+00   3.0098204e+02   9.9793162e+04
   1.0096432e+01   4.8179808e+00   3.0108602e+02   9.9762078e+04
   9.4593940e+00   4.7284926e+00   3.0094074e+02   9.9804646e+04
   9.5033750e+00   4.6066065e+00   3.0099727e+02   9.9773466e+04
   8.9095447e+00   4.5858888e+00   3.0088253e+02   9.9789689e+04
   9.0695633e+00   4.4800661e+00   3.0099640e+02   9.9777815e+04
   8.6441746e+00   4.4301837e+00   3.0100731e+02   9.9793783e+04
   9.1169119e+00   4.4197207e+00   3.0118762e+02   9.9762014e+04
   8.1130365e+00   4.2519119e+00   3.0112744e+02   9.9820584e+04
   7.9985850e+00   4.2403502e+00   3.0120325e+02   9.9811019e+04
   6.6790222e+00   4.0713360e+00   3.0111844e+02   9.9800270e+04
   6.3439816e+00   4.0422516e+00   3.0108719e+02   9.9792126e+04
   5.7056490e+00   4.2060671e+00   3.0092977e+02   9.9813632e+04
   5.5845274e+00   4.3196824e+00   3.0091695e+02   9.9795772e+04
   5.0659575e+00   4.5089236e+00   3.0079021e+02   9.9822750e+04
   4.7968556e+00   4.5928960e+00   3.0080775e+02   9.9814631e+04
   4.4333361e+00   4.8244358e+00   3.0066095e+02   9.9824990e+04
   4.1695500e+00   4.9380991e+00   3.0065975e+02   9.9807533e+04
   4.3403229e+00   5.3175247e+00   3.0059810e+02   9.9811731e+04
   4.2420845e+00   5.4958478e+00   3.0065833e+02   9.9791597e+04
   4.1672870e+00   5.6000388e+00   3.0061011e+02   9.9785475e+04
   4.1553791e+00   5.4914156e+00   3.0049056e+02   9.9789362e+04
   3.7841080e+00   5.3325875e+00   3.0045727e+02   9.9776601e+04
   3.6507801e+00   5.2167226e+00   3.0034800e+02   9.9787611e+04
   2.8937935e+00   4.9838859e+00   3.0022466e+02   9.9782675e+04
   2.7090617e+00   4.8194401e+00   3.0011645e+02   9.9793633e+04
   2.1611145e+00   4.4771665e+00   2.9996757e+02   9.9790781e+04
   1.7261799e+00   4.4475362e+00   2.9996705e+02   9.9781018e+04
   1.0375631e+00   4.3757181e+00   2.9998063e+02   9.9796467e+04
   7.0636901e-01   4.2447766e+00   2.9999232e+02   9.9817464e+04
  -4.6384117e-01   4.7156589e+00   3.0012951e+02   9.9817721e+04
  -1.1356191e+00   4.9181433e+00   3.0018764e+02   9.9823100e+04
  -2.4227072e+00   5.5126402e+00   3.0026390e+02   9.9821531e+04
  -3.1565260e+00   5.8965836e+00   3.0025492e+02   9.9825282e+04
  -4.3526479e+00   6.1123916e+00   3.0030171e+02   9.9812874e+04
